#test 16wh07 progenitor
number of variables = 8
grid
mass
radius
dens
temp
velr
Ye
P
1 4.2436266666690467E+30 2.48529e+06 8.2494588137306232E+09 7.26736e+09 4.3541828808977523E-01 -2.21992e+06 0
2 8.6657152761699517E+30 5.64838e+06 8.0977141619095726E+09 7.27703e+09 4.3567769800509515E-01 -5.04487e+06 0
3 1.4226197322776518E+31 6.90729e+06 7.9610687742261925E+09 7.28594e+09 4.3591179827495430E-01 -6.1684e+06 0
4 2.1218133333331398E+31 8.03835e+06 7.8167674491661367E+09 7.29556e+09 4.3615958586448228E-01 -7.17733e+06 0
5 3.1827200000004015E+31 9.23496e+06 7.6414465263412313E+09 7.30751e+09 4.3646151835669356E-01 -8.24415e+06 0
6 4.2436266666667409E+31 1.0404e+07 7.4595026838097420E+09 7.32021e+09 4.3677601797842780E-01 -9.2858e+06 0
7 5.3045333333335414E+31 1.13734e+07 7.2962733013244724E+09 7.33184e+09 4.3705931796556324E-01 -1.0149e+07 0
8 6.3654399999998807E+31 1.22161e+07 7.1465091106276741E+09 7.34269e+09 4.3732032868816989E-01 -1.08991e+07 0
9 7.6385280000001335E+31 1.30377e+07 6.9931459245635767E+09 7.35393e+09 4.3758881797445365E-01 -1.163e+07 0
10 8.9116160000003864E+31 1.38498e+07 6.8377120389513836E+09 7.36544e+09 4.3786233125228730E-01 -1.2352e+07 0
11 1.0184704000000178E+32 1.45914e+07 6.6918241805060053E+09 7.37631e+09 4.3812047779875557E-01 -1.3011e+07 0
12 1.1457791999998586E+32 1.52779e+07 6.5538877779949903E+09 7.38662e+09 4.3836596442665476E-01 -1.36208e+07 0
13 1.2730879999995150E+32 1.59201e+07 6.4227332358352261E+09 7.39643e+09 4.3860077784069018E-01 -1.41909e+07 0
14 1.4003967999988946E+32 1.65257e+07 6.2974697249545107E+09 7.40578e+09 4.3882644078836985E-01 -1.47284e+07 0
15 1.5277055999978592E+32 1.71006e+07 6.1773987237253952E+09 7.41471e+09 4.3904414913953355E-01 -1.52383e+07 0
16 1.6550143999963165E+32 1.76492e+07 6.0619593155464430E+09 7.42325e+09 4.3925485958394495E-01 -1.57248e+07 0
17 1.7823231999943127E+32 1.81752e+07 5.9506921662680874E+09 7.43142e+09 4.3945935303512118E-01 -1.61909e+07 0
18 1.9096319999917554E+32 1.86812e+07 5.8432148831550589E+09 7.43924e+09 4.3965828218826353E-01 -1.66392e+07 0
19 2.0369407999886447E+32 1.91698e+07 5.7392047042323427E+09 7.44673e+09 4.3985221382758222E-01 -1.70719e+07 0
20 2.1642495999847962E+32 1.96428e+07 5.6383857018208513E+09 7.4539e+09 4.4004161885188015E-01 -1.74906e+07 0
21 2.2915583999803020E+32 2.01018e+07 5.5405197535989027E+09 7.46074e+09 4.4022691710315476E-01 -1.78968e+07 0
22 2.4188671999751161E+32 2.05484e+07 5.4453994677419386E+09 7.46729e+09 4.4040846811074136E-01 -1.82919e+07 0
23 2.5461759999691923E+32 2.09836e+07 5.3528431116931973E+09 7.47353e+09 4.4058659342825457E-01 -1.86768e+07 0
24 2.6734847999625768E+32 2.14085e+07 5.2626899081771555E+09 7.47947e+09 4.4076155813807405E-01 -1.90524e+07 0
25 2.8007935999552234E+32 2.1824e+07 5.1747963294888191E+09 7.48513e+09 4.4093363797869289E-01 -1.94196e+07 0
26 2.9281023999470860E+32 2.22309e+07 5.0890342724177523E+09 7.49051e+09 4.4110306342692940E-01 -1.97791e+07 0
27 3.0554111999380724E+32 2.263e+07 5.0052882861059875E+09 7.49561e+09 4.4127004034404865E-01 -2.01315e+07 0
28 3.1827199999281364E+32 2.30217e+07 4.9234540318309021E+09 7.50044e+09 4.4143474171055963E-01 -2.04773e+07 0
29 3.3100287999173703E+32 2.34067e+07 4.8434365930585175E+09 7.50499e+09 4.4159736572706465E-01 -2.08171e+07 0
30 3.4373375999058203E+32 2.37855e+07 4.7651493913607044E+09 7.50928e+09 4.4175807012953722E-01 -2.11513e+07 0
31 3.5646463998933940E+32 2.41585e+07 4.6885134828870373E+09 7.5133e+09 4.4191699439757420E-01 -2.14803e+07 0
32 3.6919551998800915E+32 2.45261e+07 4.6134562639425564E+09 7.51707e+09 4.4207427911424946E-01 -2.18045e+07 0
33 3.8192639998659589E+32 2.48888e+07 4.5399110825362358E+09 7.52057e+09 4.4223013609217976E-01 -2.21242e+07 0
34 3.9465727998509962E+32 2.52467e+07 4.4678168875417395E+09 7.52378e+09 4.4238482640689414E-01 -2.24396e+07 0
35 4.0738815998351573E+32 2.56004e+07 4.3971154352621183E+09 7.52673e+09 4.4253836033763749E-01 -2.27512e+07 0
36 4.2011903998185344E+32 2.595e+07 4.3277530021802464E+09 7.52942e+09 4.4269084031695327E-01 -2.30591e+07 0
37 4.3284991998010814E+32 2.62958e+07 4.2596797045872149E+09 7.53186e+09 4.4284237967563855E-01 -2.33635e+07 0
